course_id,title,description,credits,geneds
ENES481,Engineering Honors Seminar II,"Introduction to engineering creativity and innovation in engineering. Application of methods of creativity to topics in communication, conducting research, and leadership.",1,
ENES489Q,Special Topics in Engineering; Design and Innovation in Silicon Valley,,3,
ENES491,Scoping Experiential Learning Projects,"QUEST students cultivate relationships with new and current corporate partners and prepare project scopes for QUEST's introductory course, BMGT/ENES 190H, and capstone course, BMGT/ENES 490H. Requires independent work communicating with clients and class visits to a variety of potential project sites.",3,
ENES601,Future Faculty Program Seminar I,"Introduction to and development of skills necessary to obtain and succeed in a university faculty position. Emphasis on technical writing and effective presentations. Discussion of research diversification, networking, ethics and professionalism.",1,
ENES603,Future Faculty Program Seminar III,Developing a successful faculty research program. Establishing and maintaining a research group. Finding funding opportunities and writing grant proposals. Mentoring graduate students. Faculty position application process. Preparing research and teaching statements.,1,
ENES604,Future Faculty Program Teaching Practicum,"Graduate students will co-teach a course under supervision of a faculty mentor. Graudate students will be involved in all aspects of the course including development of syllabus, presenting lectures, writing and grading examiniations, and evaluating the students in the course.",1,
ENES660,Fundamentals of Product Management,"Provides a comprehensive survey of product management and its growing role in producing technology-driven products that customers love. Guides students through the product lifecycle and market lifecycle, diving into the competencies needed at each stage. Topics include startup and corporate strategy, product strategy, vision setting and evangelism, development lifecycle approaches based on customer involvement and product stage, the various types of innovation at each stage of the lifecycle, and how the product manager leads the team through it all. Learn the basics of customer discovery, product discovery, product delivery, and the core-context model for managing products through maturity.",3,
ENES663,Strategies for Managing Innovation,Emphasizes how innovative leaders can use strategic management of innovation and technology to enhance firm performance. It helps students to understand the process of technological change; the ways that firms come up with innovations; the strategies that firms use to benefit from innovation; and the process of formulating technology strategy. It provides frameworks for analyzing key aspects of these industries and teaches students how to apply these frameworks.,3,
ENES665,Innovative Thinking,"Introduces students to new and powerful tools to boost their creative problem solving skills. Participants re-discover their communication and teaming skills. Students unlock their creativity potential, and explore win-win approaches to define and solve problems of different kinds. Students are also introduced to topics related to intellectual property.",3,
ENES666,"Creative Design, Prototyping, and Testing","Transition from creative, innovative, design thinking methods to prototyping and concept testing of products and services. Learn how to translate ideas into marketable offerings to create real value for customers and the new venture. Emphasis is placed on an integrated and interdisciplinary approach to engineering design, concurrent engineering, design for manufacturing, industrial design, and the business of new product development. Topics include design methods, modeling and simulation, material and manufacturing process selection, platform and modular design, mass customization, planning and scheduling, and business issues, teamwork, group dynamics, creativity, and innovation.",3,
ENES673,Financing the Product Life Cycle,"Provides the essential tools and skills to build a strong financial foundation for designing, developing, and managing new products within established companies and organizations. Examines accounting principles as well as methods for managing the financials of the product. Discusses navigating the multitude of financial barriers that may block success, as well as how to raise the right amount of capital at the right time from the right source, with an emphasis on internal company financing.",3,
ENES674,Managing Product Development and Operations,"Explores the evolution of modern management methods for operations and product development. Evaluates production and operation methods from inception to factory-based models of productivity, through the quality and lean movements, to the explosion of productivity with modern approaches. Focuses on how to effectively run large-scale agile teams with agile engineering at its core.",3,
ENES680,Building and Leading Innovative Organizations,Focuses on building a product enterprise through lean product portfolio management. Defines the conceptual groundwork that enables achieving the vision of a customer-centric value creation business model centered around lean principles. Explains the details of building a scaled product enterprise and explores alignment of organizational support functions with a product framework that lays the pathway for a sustainable value maximizing enterprise at scale.,3,
ENFP101,Introduction to Fire Protection Engineering,"This course will introduce students to the impact of fire on people, property and the environment and methods to mitigate the threat of fire.  Student teams will apply the principles of fire behavior and fire safety systems covered in the first half of the course to design, build and test a fire safe, small-scale apartment.  A final experiment will be conducted to provide an assessment of the complete designs of each team.",1,
ENFP201,Numerical Methods with MatLab,"A broad range of numerical methods are illustrated and applications related to engineering problems are implemented using Mat Lab thus providing a working knowledge of this computational tool.  The topics covered in the course include: finding roots of equations with bracketing and open methods; solving linear systems of equations with matrices, Gauss elimination, LU decomposition, and iterative methods; linear regression, polynomial interpolation; numerical integration and numerical differentiation; ordinary and partial differential equations. Additional topics such as optimization, eigenvalues, Fourier analysis, splines, and Romberg integration may be included as time allows.",3,
ENFP250,Introduction to Life Safety Analysis,"Introduction to fire protection engineering and building regulation focusing on building safety systems, egress system design and evacuation modeling.",3,
ENFP310,Water Based Fire Protection Systems Design,"Introduction to aqueous fire suppression. Discussion of key fluid dynamics and heat transfer processes in aqueous fire suppression. System design and performance analysis based on national standards, hydraulic theory and elementary fluid dynamics and heat transfer.",3,
ENFP312,Heat and Mass Transfer,"Fundamentals of heat and mass transfer. Conduction, convection, and radiation modes of heat transfer. Diffusion concepts and evaporation phenomena. Problem solving techniques with application to fire problems.",3,
ENFP350,Professional Development Seminar,"An integrative, upper level professional development seminar covering topics such as engineering ethics, professional licensing, codes and standards, intellectual property, career selection and various contemporary issues in fire protection engineering.",1,
ENFP411,Risk-Informed Performance Based Design,"Appraisal and measurement of fire safety. Application of systems analysis, probability theory, engineering economy and risk management in the identification and synthesis of components of fire protection engineering. Methods for the development of criteria for the design, evaluation and assessment of fire safety or component hazards.",3,
ENFP413,Human Response to Fire,"Fractional effective dose (FED) methods for predicting time to incapacitation and death of fires for use in fire safety calculations. Physiology and toxicology of the fire effluent components, decomposition chemistry of common materials, standard experimental approaches. Predictive models of material production rates. People movement characteristics related to building evacuation. Formulation and application of evacuation models. Human behavior factors affecting response of people to fire situations.",3,
ENFP420,Fire Assessment Methods and Laboratory,"Experimental evaluation of ignition, flame spread, rate of heat release and smoke production of flammable gases, liquids, solids, and interior finish materials. Analytical and computer methods for the design, performance, and analysis of fire experiments. Preparation of laboratory reports.",4,
ENFP426,Computational Methods in Fire Protection,"Introduction to computer-based fire modeling: zone modeling and Computational Fluid Dynamics (CFD); documentation of input data, validation and verification tests.",3,
ENFP429,Independent Studies,Senior standing. For ENFP majors only.,1,
ENFP461,Think Tank,"Designed to have the student apply critical thinking in both engineering and business terms through a unique combination of student-driven, competition-based, long-term, targeted learning.",3,
ENFP465,Fire and Explosion Investigations,"This course covers many aspects of fire and explosion investigation and reconstruction. Information on field techniques, applicable standards, and best practices are presented with an emphasis on how fire science and fire dynamics can be applied to forensic analysis. Experiments are performed and analyzed to demonstrate the concepts.",3,
ENFP489,Special Topics,For ENFP majors only.,3,
ENFP613,Advanced Life Safety Analysis,"Fractional effective dose (FED) methods for predicting time to incapacitation and death of fires for use in fire safety engineering calculations. Physiology and toxicology of fire effluent components, decomposition chemistry of common materials, standard experimental approaches. Predictive models of material production rates. People movement characteristics related to building evacuation. Formulation and application of evacuation models. Human behavior factors affecting response of people to fire situations.",3,
ENFP619,Graduate Seminar,,1,
ENFP629,Selected Topics,,3,
ENFP630,Diffusion Flames and Burning Rate Theory,"Basic principles of diffusion flames for gaseous, liquid, and solid fuels. Droplet burning, B number, jet combustion, boundary layer combustion, generalized methods.",3,
ENFP649,Special Problems,,1,
ENFP651,Advanced Fire Dynamics,A review of the basic chemistry and physics necessary to understanding fire dynamics; and of the physics of heat transfer and turbulent fluid flow will be given. The nature and structure of premixed and diffusion flames will be presented.,3,
ENFP661,Forensic Fire Analysis,"This on-line course addresses the forensic analysis of structural fire incidents in terms of enclosure fire dynamics and the impact of fire safety subsystems used to prevent or mitigate the consequences of fire. These subsystems include: ignition prevention, material flammability and flame spread, fire detection and alarm, fire suppression, smoke movement and management, structural fire protection and egress systems. Failures in these subsystems are addressed in terms of differences between expected and observed performance.",3,
ENFP665,Advanced Fire and Explosion Investigations,"This course covers many advanced aspects of fire and explosion investigation and reconstruction. Information on field techniques, applicable standards, and best practices are presented with an emphasis on how advanced fire science and fire dynamics can be applied to forensic analysis. Experiments are performed and analyzed to demonstrate the concepts.",3,
ENFP671,Material Flammability,Introduction to the science and technology of polymeric materials. Standard methods for assessment of fire hazards associated with these materials are reviewed.  Fundamental mechanisms defining polymer combustion in various scenarios are elucidated.,3,
ENFP799,Master's Thesis Research,,1,
ENGL101,Academic Writing,An introductory course in expository writing.,3,FSAW
ENGL101A,Academic Writing,An introductory course in expository writing.,3,FSAW
ENGL101S,Academic Writing,An introductory course in expository writing.,3,FSAW
ENGL101X,Academic Writing,An introductory course in expository writing.,3,FSAW
ENGL125,Why Poetry Matters,"Poetry is most often understood as self-expression; it's also communal expression, and cultural expression; it's also a particular kind of construction made out of language. Explore the art form called poetry, including its formal properties, its conventions, and its legacy of experimentation. What role does poetry play in how we think about the human condition; what constitutes knowledge and wisdom, interior subjectivity and collective identity; and how shall this knowledge be used in confronting new challenges and the perennial questions: how to live with oneself, and as oneself; in time, and with others; here, where we reside; and elsewhere, where we imagine ourselves going. This is a hands-on course in reading and practicing the art of poetry, including short critical and creative writing exercises.",3,DSHU|DSSP|SCIS
ENGL133,Imagining Nature,"Who gets to speak for nature? This course explores the long history of environmental writing in the context of the complex relationship between European and Indigenous North American traditions. We will not just survey environmental literature; we will inquire into the pressures under which contemporary ideas of nature evolved from a colonial past. Students will learn about the history of representing other-than-human actors in the world--including Indigenous ways of knowing--and how this history can help us envision new, shared relationships with the natural world.",3,DSHU|DVUP|SCIS
ENGL140,"American Fictions: U.S. Literature, History, Politics, and Constitutional Law","Works of American literature explored in the context of major texts and developments of U.S. history, culture, politics, and constitutional law. We begin with the Declaration of Independence and the U.S. Constitution, and survey the course of American literature and history, from 1776 to the present, in relation to defining political and constitutional issues. Readings of canonical works like ""Huckleberry Finn"" and ""The Grapes of Wrath"" coupled with special attention to minority authors and issues, and horizons of constitutional contemplation opened up by minority, immigrant, and women's voices and experiences. Key historical and political issues include human rights; equal protection; religious tolerance; democratic principles; republican structures of government; independence; revolution; slavery; removal; immigration; free speech; labor rights; civil rights; feminism; environmentalism; international law and flows of people; economic globalization; technology and digital innovation; and the role that literature and the humanities play in fostering various forms of civil society, multiculturalism, and a globally accountable citizenship.",3,DSHU|SCIS
ENGL222,American Literature(s),"Explore American literary traditions in a variety of poetic and narrative forms and in diverse historical contexts, ranging from colonization to the Civil Rights Movement and beyond. Genres examined in this course might include lyric poems, travel narratives, gothic short fiction, slave narratives, and science fiction. Emphasis on developing skills of literary interpretation and critical writing, while attending to the place of race, class, gender, and sexuality in American literary culture. Authors may include Phillis Wheatley, Herman Melville, Walt Whitman, Emily Dickinson, Frederick Douglass, Gertrude Stein, F. Scott Fitzgerald, James Baldwin, and Toni Morrison, among others.",3,DSHU
ENGL234,African-American Literature and Culture,"An exploration of the stories black authors tell about themselves, their communities, and the nation as informed by time and place, gender, sexuality, and class. African American perspective themes such as art, childhood, sexuality, marriage, alienation and mortality, as well as representations of slavery, Reconstruction, racial violence and the Nadir, legalized racism and segregation, black patriotism and black ex-patriots, the optimism of integration, and the prospects of a post-racial America.",3,DSHU|DVUP
ENGL235,U.S. Latinx Literature and Culture,"Examines the poetry, prose, and theater of Latinx communities in the United States from their origins in the Spanish colonization of North America to their ongoing development in the 21st century. Considers how authors use literary form to gain insight into human experience, including mortality, religious belief, gender and sexuality, war and peace, family, language use, scientific inquiry, cultural tradition, ecology, and labor. Also studies how Latinx literary traditions have shaped and been shaped by broader currents in American literature, as well as what connections exist between Latinx literature and social and artistic developments in other parts of the world, particularly Latin America and the Caribbean. Authors may include Alvar Nunez Cabeza de Vaca, Eulalia Perez, Juan Nepomuceno Seguin, Maria Amparo Ruiz de Burton, Jose Marti, Arthur A. Schomburg, Jesus Colon, Julia de Burgos, Cesar Chavez, Ariel Dorfman, Gloria Anzaldua, Junot Diaz, and Cristina Garcia.",3,DSHU|DVUP
ENGL241,What Novels Do,"Novels offer spaces for realist expression, and they also push the boundaries of fiction and imagination. Explore consciousness, community, belonging, philosophy, and human difference in a range of national and cultural traditions. Study how novels present thought in radically different ways, crossing lines of class, gender, chronology, and locale.",3,DSHU
ENGL243,What is Poetry?,"An exploration of arguably the most complex, profound, and ubiquitous expression of human experience. Study through close reading of significant forms and conventions of Western poetic tradition. Poetry's roots in oral and folk traditions and connections to popular song forms.",3,DSHU
ENGL245,Film Form and Culture,"Introduction to film as art form and how films create meaning. Basic film terminology; fundamental principles of film form, film narrative, and film history. Examination of film technique and style over past one hundred years. Social and economic functions of film within broader institutional, economic, and cultural contexts.",3,DSHU
ENGL246,The Short Story,"Explore how short stories quickly take hold of the imagination. Topics may include historical developments in the genre of the short story, popular trends in short fiction, short stories in diverse cultures, the short story collection as a unique form, and how the short story differs from the novel, the novella, and flash fiction.",3,DSHU
ENGL250,Reading Women Writing,"Explores literary and cultural expressions by women and their receptions within a range of historical periods and genres. Topics such as what does a woman need in order to write, what role does gender play in the production, consumption, and interpretation of texts, and to what extent do women comprise a distinct literary subculture. Interpretation of texts will be guided by feminist and gender theory, ways of reading that have emerged as important to literary studies over the last four decades.",3,DSHU|DVUP
ENGL251,Detective Fiction,"Explore ""whodunnit"" fiction from its nineteenth-century beginnings to the contemporary moment. Why are readers intrigued by the methodical discovery of the exact circumstances of a mysterious event? How does the figure of the eccentric, intelligent, often unofficial investigator take prominence? How does detective fiction emerge from and react to global imperialism, the modern metropolis, forensic science, and the modern legal system? How does the genre represent and respond to gender, class, and racial inequities? Texts may range from the works of Edgar Allan Poe and Arthur Conan Doyle, to the ""Golden Age of Detective Fiction"" in the 1920s and 30s by writers such as Agatha Christie, to late-twentieth century and contemporary novelists such as Chester Himes, P.D. James, and Mia P. Manansala, to film and television adaptations such as Enola Holmes, See How They Run, and Kenneth Branagh's Hercule Poirot films.",3,DSHU
ENGL254,"Introduction to Humanities, Health, and Medicine","An overview of the historical, cultural, ethical, and spiritual dimensions of medicine, human health, disease, and death from the points of view of various humanistic disciplines.",3,DSHU
ENGL255,"Literature, Science, and Technology","Consider the relationship between fiction and science. How does science as we know it depend on certain fictions or narratives? How do we come to know science through the fictions we encounter? How do literary works represent the ethics of science and technology? What role does science play in the oppression of peoples? What alternative, more liberatory ways of using science are possible?",3,DSHU
ENGL256,Fantasy Literature,"How fantasy employs alternate forms of representation, such as the fantastical, estranging, or impossible, which other genres would not allow. Through novels, short stories, graphic novels, and film, traces fantasy's roots in mythology and folklore, then explores how modern texts build upon or challenge these origins. Examination of literary strategies texts use to represent the world through speculative modes. How to distinguish fantasy from, and relate it to, other genres such as horror, fairly tales, and magical realism. Fantasy's investment in world-building, history, tradition, and categories of identity such as race, class, and gender. How fantasy, as a genre, form, and world-view, is well-suited to our contemporary reality.",3,DSHU
ENGL257,Children's Literature,"Literature of the nineteenth through the twenty-first century concerned with, and written for, children and young adults. How such narratives speak to themes of changing social, religious, political, and personal identity. Through poetry, novels, graphic novels, and film, explores how children's tales encapsulate and reflect on human existence, while pushing boundaries of what constitutes ""children's literature"" and what exactly defines the ""child."" Considers questions of literary classification through investigation of political and religious issues, gender politics, animal rights, social justice, race, war, and what it means to ""grow up.""",3,DSHU
ENGL264,What Are the Liberal Arts?,"Explore what we call ""the liberal arts"" and ""the humanities,"" which have historically formed the foundations of higher education. What is the role of learning in human life, and what are the ultimate ends of education? How does the idea of a liberal arts education take shape--from ancient Greece, to the medieval world, to the post-Enlightenment explosion of the sciences, to the modern disciplines of the humanities? What can you expect from the humanities curriculum at the University of Maryland, as opposed to a liberal arts college such as St. Johns College in Annapolis?",3,DSHU
ENGL265,LGBTQ+ Literatures and Media,"A study of literary and cultural expressions of queer and trans identities, positionalities, and analytics through an exploration of literature, art, and media. We will examine historical and political power relations by considering the intersections of sexuality and gender with race, class, nation, and disability. Topics include the social construction and regulation of sexuality and gender, performance and performativity, intersectionality, and the relationship between aesthetic forms and queer/ trans subjectivity. Our interpretations will be informed by queer and trans theories.",3,DSHU|DVUP
ENGL271,Writing Poems and Stories: An Introductory Workshop,"Introduction to theory and practice of writing fiction and poetry. Emphasis on critical reading of literary models. Exercises and workshop discussions with continual reference to modeling, drafting, and revising as necessary stages in a creative process.",3,DSSP
ENGL272,Writing Fiction: An Introductory Workshop,"Introduction to theory and practice of writing fiction. Emphasis on critical reading of literary models. Exercises and workshop discussions with continual reference to modeling, drafting, and revising as necessary stages in a creative process.",3,DSSP
ENGL273,Writing Poetry: An Introductory Workshop,"Introduction to theory and practice of writing poetry. Emphasis on critical reading of literary models. Exercises and workshop discussions with continual reference to modeling, drafting, and revising as necessary stages in a creative process.",3,DSSP
ENGL275,Writing for the Stage and Screen: An Introductory Workshop,"Introduction to the theory and practice of scriptwriting with an opportunity to read, view, evaluate, write, and revise texts meant to be performed. Students will practice writing for the stage, film, and television and also examine selected scripts, performances, and film and television clips as models for their own creative work. Students will complete frequent writing exercises, participate in workshops, and learn to apply scholarship to the analysis and critique of scripts.",3,DSHU|DSSP
ENGL278G,Special Topics in Literature; Introduction to Yiddish Literature,"This engagement with classic Yiddish texts offers the opportunity to reflect on the major social challenges, religious developments, and political complexities that colored the lives of Eastern European Jewry from the Middle Ages through the 20th century. Readings include texts by prominent writers such as Sholem Aleichem, S.Y. Abramovitsch, and I.L. Peretz, but also a mix of lesser-known authors in a variety of genres. Taught in English. Cross-listed with JWST219M and GERS299M. Credit granted only for ENGL278G, JWST219M, or GERS299M.",3,
ENGL282,How Rhetoric Works: Persuasive Power and Strategies,"Examines how persuasion functions and influences our lives and perception, focusing on a variety of contexts: business, politics, media, law, and entertainment. Students learn persuasive and argumentative principles to understand what rhetoric is, how it works, and what it does, and to apply the knowledge to produce effective communication appropriate for their purpose, audience, and context. A wide range of persuasive media, genres, and forms will be studied to help students sharpen how they interpret and practice persuasion.",3,DSHU
ENGL289Q,Quantum Steampunk Science-Fiction Workshop,"Steampunk is a science-fiction genre in which futuristic technologies populate Victorian-era settings. Recently, steampunk has come to life in the scientific field of quantum thermodynamics. Thermodynamics, the study of energy, grew out of the Industrial Revolution. Two centuries later, quantum physics is transforming computing and cryptography. Quantum science is now revolutionizing 19th-century thermodynamics in quantum thermodynamics, which features quantum engines, automata, and more. Quantum thermodynamics inspired the growing subgenre of quantum steampunk. In this course, you will read science fiction, write quantum steampunk short stories, receive feedback, and critique classmates' writing. In parallel, you will learn about quantum physics, technologies, and thermodynamics.",3,DSSP
ENGL290,Introduction to Digital Studies,"Introductory course in digital studies. Surveys contemporary humanities work in digital technologies, including the web and social media and their historical antecedents. Explores design and making as analytical tools alongside reading and writing. Situates digital media within power and politics and develops critical awareness of how media shape society and ethics. Interdisciplinary approaches to creativity, analysis, and technology. While the course will include hands-on practice, no prior experience of programming, designing, or making required other than a willingness to experiment and play.",3,DSHU|DSSP
ENGL291,"Writing, Revising, Persuading","Intermediate-level, writing-intensive course for students who have successfully satisfied the Fundamental Studies Academic Writing requirement but wish to hone skills in analyzing and producing rhetorically attuned, well-styled prose. Deeper study of rhetorical theory and its application to a wide variety of arguments and situations. Additional writing practice, techniques of revision, study of effect of stylistic choices. Topics may include argumentation theory, visual rhetoric, stylistic theory, and writing theory.",3,DSHU|DSSP
ENGL292,Writing for Change,"Service learning in collaboration with students at area high schools. Explores how writing can be a tool for social change. Participants serve as mentors, create a performance event concerning a pressing social issue, and compose reflections, literacy narratives, publicity materials, and a multimodal project. Focus on developing critical self-awareness.",3,DSSP|DVUP
ENGL293,Digital Writing and Content Creation,"A hands-on exploration of rhetoric, technology, and digital expression. Study a variety of digital writing and content creation platforms, and learn about theories and practices in digital communication. Learn to analyze and create the kinds of multimodal documents (websites, podcasts, videos) that constitute communication in a digital world.",3,DSHU|DSSP
ENGL294,Persuasion through Social Media,"Why are influencers canceled? What role does social media play in the spread of (mis)information? What is possible through social media activism? How does advertising work in online spaces? How do people use social media to discover and craft identity? What role do social media play in user wellbeing? Explore questions like these using ideas from rhetoric to develop critical awareness about power, ideology, and digital content. Learn to create effective, ethical social media content. Become a more informed reader and writer on social media across public, personal, and professional contexts.",3,DSHU|DSSP
ENGL295,Introduction to Digital Storytelling and Poetics,"What is the thread weaving through an animated visualization of economic data in a popular newspaper, an indie text-based videogame, a saucy twitter bot spitting out haikus, and an interactive digital essay? Storytelling--using whatever is at hand to communicate with audiences in evocative and connected ways. Combining technical and textual analysis with their own experiments in digital composition, students will learn to use new media techniques for the interpretation, creation, and dissemination of both critical and imaginative writing. From branching narratives to hypertext media and video games, to more recent developments in machine-generated poetry, XR, and embodied and location-based narrative, the methods and materials in this introductory course link creative expression and analysis of texts to contemporary conversations about social difference, representation, interface, and computation.",3,DSHU|DSSP
ENGL297,Research and Writing in the Workplace,"Introduction to the rhetorical principles and professional practices of professional writing, particularly the research, writing, communication, analytical, and technological skills needed for the Professional Writing minor. How culture and technology relate to the work of professional writing; design principles and rhetorical moves; digital tools, research skills, and writing strategies of professional writers. Develops skills needed to publish a writing portfolio that showcases students' professional writing competencies and projects their professional writer identities.",3,DSSP
ENGL301,This is English: Fields and Methods,"""English"" means a lot of things. Are you looking for literature, or linguistics? For writing--creative, critical, or professional? For theater, or debate? For film, or even videogames? This gateway course for the English major introduces you to all of these areas and more, as well as to our discipline's unique resources for studying and enjoying them. The English discipline includes three main interpretive fields: Literary and Cultural Studies; Language, Writing, and Rhetoric; and Media Studies. This course brings together the fundamental concepts and methods for reading, viewing, and researching practiced in these fields, launching you into English studies and and helping you to choose the major track that is right for you.",3,
ENGL302,Medieval Literature in Translation,"Surveys major works of English and continental Middle Ages. Readings may include romance, lyric and drama, Germanic epic, works of Dante, Chretien de Troyes, Jean de Meun, Christine de Pisan, Malory, English and continental mystics.",3,
ENGL308E,Special Topics in Shakespeare; Multimedia Shakespeares,,3,
ENGL311,17th- and 18th-Century British Literature and Culture,"Explore 17th- and 18th-century British literary cultures. Read novels, political writing, poetry and drama by authors such as Milton, Behn, Swift, Equiano, and Wollstonecraft. Learn about the history of empire, colonialism, coffee house culture, female performance, science, philosophy, sexuality, and revolution.",3,
ENGL316,Native American Literature,"Examines literature that explores the experiences and cultures of America's Indigenous peoples from the sixteenth century to the contemporary moment. We will analyze poetry, historical accounts, oral narratives, short stories, and novels by Native American writers in order to explore key concerns in Native American Studies, such as dilemmas of Indigenous sovereignty, settler colonialism, the settler state, stolen land, and the natural environment.",3,DSHU|DVUP
ENGL318B,Special Topics in Digital and New Media Studies; AI Otherwise,"Cross-listed with WGSS379S. Credit granted only for ENGL318B or WGSS379S. Media reports on new developments in artificial intelligence are frequently accompanied by references to science fiction. In this class we will examine a range of speculative narratives about AI, using our reading and viewing of fictional texts as a springboard to think through the intersection of politics and technology in the present. We will focus our attention on real and imagined relationship of AI to questions of sexuality, gender, labor, racial justice, and environmental justice.",3,
ENGL329G,Special Topics in Film Studies; The Films of Studio Ghibli,,3,
ENGL329R,Special Topics in Film Studies; The Cinema of Steven Spielberg,,3,
ENGL349J,Asian American Literatures; New World Arrivals: Literature of Asian American Migration and Diaspora,Cross-listed with AAST398J.,3,
ENGL352,Intermediate Fiction Workshop,"A class in the making of fiction. Intensive discussion of students' own fiction. Readings include both fiction and essays about fiction by practicing writers. Writing short critical papers, responding to works of fiction, and the fiction of colleagues, in-class writing exercises, intensive reading, and thinking about literature, in equal parts, and attendance at readings.",3,
ENGL353,Intermediate Poetry Workshop,"A class in the making of poetry. Intensive discussion of students' own poems. Readings in both poetry and essays about poetry by practicing poets. Writing short critical prose pieces, responding critically to colleagues' poems, in-class and outside writing exercises, memorization, and attendance at poetry readings.",3,
ENGL354,"Intermediate Scriptwriting for Theater, Film, and Television","Demystifies the art of dramatic writing. Students will come to understand that a play or screenplay is never a lecture, and that we write scripts to find out something about ourselves and the subjects we tackle. Students will analyze plays and screenplays, as well as workshop each others' scripts, to help them produce their own successful plays and screenplays written for the stage, screen, or box.",3,
ENGL358F,Special Topics in U.S. Latinx Literature; Contemporary Latinx Literature,Cross-listed with USLT328B. Credit will be only granted for USLT328B or ENGL358F.,3,
ENGL361,Recovering Oral Histories,"Service-learning course that gives students an opportunity to develop writing, interviewing, and communication skills as they contribute to the work of a community organization. In the classroom, students will reflect on the process and do background research to understand the particular context of the organization's work. In the field, students will interview (or have informal discussions with) young people helped by the organization in order to construct a narrative about their lives, their perceptions of themselves, and their experiences.",3,DSHU|DSSP
ENGL368B,"Special Topics in African American, African, and African Diaspora Literatures; Blues and African American Folksong",,3,
ENGL368F,"Special Topics in African American, African, and African Diaspora Literatures; Angela Davis","This course explores the meaning and significance of Angela Davis' work for thinking through issues of race, nation, class, gender, carceral culture, and transnational solidarity. Her life and work is set between theorizing histories of race, racism, class, and gender and political organizing and public intellectual work. We will examine all of these aspects by reading her work from its beginning and up through contemporary commentary on incarceration, Palestine, and related issues. The centerpiece of this course will be her study of African-American music in its Black feminist iteration, Blues Legacies and Black Feminism. Cross-listed with AAAS398U, AMST328B, and WGSS379U.",3,
ENGL368G,"Special Topics in African American, African, and African Diaspora Literatures; The Afropostmodern",,3,
ENGL370,Junior Honors Conference,Preparation for writing the senior honors project.,1,
ENGL377,Medieval Myth and Modern Narrative,"Literary patterns characteristic of medieval myth, epic, and romance; their continuing vitality in modern works; and links between Medieval works like ""The Prose Edda"", ""Beowulf"", ""The Morte D'Arthur"", ""The Volsunga Saga"", and ""Grettis Saga"" and modern narratives like Tolkien's ""The Lord of the Rings"".",3,
ENGL378A,Special Topics in English; Environmental Humanities: Theory in Practice,,3,
ENGL378J,Special Topics in English; The Asian American Graphic Novel,,3,
ENGL378O,Special Topics in English; Proofreading and Copyediting in Book Publishing and Beyond,,3,
ENGL378Z,Special Topics in English; Women and Memory in Material and Digital Worlds,,3,
ENGL384,Concepts of Grammar,"Explore the nature of grammar from a variety of perspectives, developing the vocabulary and technical skills needed to identify and describe the basic grammatical structures of English words and sentences. Understand the structures used in all varieties of Present Day English, including formal and colloquial, spoken and written, and standard and non-standard dialects, with a focus on standard British and American varieties. Topics include grammatical categories, syntactic roles, phrase structure, and inflection. Consider why it is that languages should include such structures in the first place and how awareness of these structures might or might not help you become a more effective reader and writer. Emerge with a deeper understanding of the human mind and a new appreciation for the prodigious complexity of even the most trivial acts of language use.",3,
ENGL388C,Writing for Change,"Service learning in collaboration with students at area high schools. Explores how writing can be a tool for social change. Participants serve as mentors, create a performance event concerning a pressing social issue, and compose reflections, literacy narratives, and publicity materials.  Students also design individual projects that link course content and students' own professional interests.",3,DSSP|DVUP
ENGL388D,"Writing, Research, and Media Internships; Dickinson Electronic Archives","Contact Professor Martha Nell Smith, mnsmith@umd.edu",1,
ENGL388M,Maryland General Assembly Writing Internship,"Experiential learning at the Maryland General Assembly (early January through early April). Interns participate in standard office tasks, research legislative issues, and draft legislative texts such as constituent letters, notes on bills, newsletters, policy memos, and testimony. Specific assignments vary according to the host legislator's needs and the intern's schedule.",6,DSSP
ENGL388P,English Careers Internship,"Students receive credit for an internship of their choice that focuses at least half of its work on core English skills such as writing, editing, and research. Students secure their own internship placements. Course assignments include, for instance, an activity log, reflection papers, a supervisor evaluation, and a final portfolio of work.",1,DSSP
ENGL388T,"Writing, Research, and Media Internships; Digital Humanities Research Assistantship",Cross-listed with MITH388.   Repeatable to 12 credits.,1,
ENGL388V,Undergraduate Teaching Assistants in English,"A weekly teaching practicum and concurrent internship as an undergraduate teaching assistant in an English course. Students will explore the theories and best practices of teaching and learning in the various fields of the English discipline, particularly writing and literary studies. The emphasis is on creating inclusive classrooms and working with diverse learners and is grounded in theories of critical pedagogy. Students will apply principles of learning theory to develop and facilitate learner-centered lessons and discussions. They will also study composition pedagogy in preparation for responding to student writing in the course for which they are an assistant.",1,DSSP
ENGL388W,Writing Center Internship,"Examines face-to-face and online writing center theory and practice through readings, exercises, and supervised tutoring. Students investigate the writing process and help other writers to negotiate it.",1,DSSP
ENGL390,Science Writing,Specifically designed for students interested in further study in the physical and biological sciences. Exposes students to the conventions of scientific prose in the genres of research articles and proposals. Students also learn to accommodate scientific information to general audiences.,3,FSPW
ENGL390H,Science Writing,Specifically designed for students interested in further study in the physical and biological sciences. Exposes students to the conventions of scientific prose in the genres of research articles and proposals. Students also learn to accommodate scientific information to general audiences.,3,FSPW
ENGL391,Advanced Composition,An advanced composition course which emphasizes constructing written arguments accommodated to real audiences.,3,FSPW
